,Type,Publication,Text,Type and Publication,Text Length
495,Real,The Mirror,"EXCLUSIVE: Unite is opposing the practice, already illegal in Ireland and Spain, by coordinating strikes and is representing members in disputes with employers including Go North West buses and Goodlord lettings One of Britain's biggest unions is launching a campaign to end ""bully boy"" fire and rehire tactics with a day of coordinated strikes across the country. Unite will ramp up pressure on the Government to protect workers' rights as thousands of employees have been forced to accept worse pay and conditions to keep their jobs. They want ministers to make the controversial practice illegal, just as it is in Ireland and Spain, and is backing industrial action by members in a number of disputes. Boris Johnson has condemned fire and rehire as ""unacceptable"" while business minister Paul Scully pledged last month to tackle the practice, which he condemned as ""bully boy tactics"". But ministers have also suggested that firms facing financial difficulty, some as a result of the pandemic, must have the flexibility to offer new terms and conditions. The TUC has found that one in ten workers had been threatened with fire and rehire during the pandemic - with the number expected to grow as furlough ends, unless the law is changed. A recent investigation of firms engaging in fire and rehire found that 70% are turning a profit while over half received Government support during the pandemic. The campaign follows hundreds of British Gas engineers losing their jobs last week after they refused to sign up to longer hours under the firm's controversial dismiss and re-engage scheme. British Airways struck a deal with Unite earlier this year which ended the long-running dispute over the airline's plans to 'fire and rehire' employees in its cargo division. Unite, which has a £40m strike fund, is representing its members in a number of disputes with employers including Go North West buses and Goodlord lettings. Bus drivers employed by Go North West, part of the Go Ahead group, claim they were given days' notice to sign up to new contracts. At least 400 drivers in Manchester have been striking against the changes, which the union claims will increase working hours without additional pay. Staff at the London-based Goodlord, which provides reference checks for estate agents, claim they were subject to a similar practice last year. Both companies deny they are using fire and rehire tactics. Labour's employment rights spokesman Andy McDonald said: ""Boris Johnson and his ministers can't continue to stick their fingers in their ears to avoid hearing story after story of bullying and abusive fire and rehire tactics. From coronavirus to Brexit, our daily politics newsletter is there to guide you these turbulent times. The newsletter is sent out twice daily with the latest UK & world politics news, along with leading opinion and analysis. You can sign up here. ""More and more companies - many that are making a healthy profit and have received financial support from the public during the pandemic - are treating their workers in this disgraceful way. ""The Government can and must act now by bringing forward legislation to end fire and rehire once and for all."" Unite's assistant general secretary Howard Beckett said: ""Millions of people all over the country are facing the sack if they don't accept less pay and worse conditions. ""This wave of despicable fire and rehire tactics from bad bosses will only grow as furlough comes to an end. After months of pandemic hardship, this is no way to treat people. ""The Government knows this is wrong and can end fire and rehire with one stroke of a legislative pen."" Nigel Featham, Managing Director, Go North West, said: ""Go North West is losing nearly £2 million annually due to outdated working practices. These are losses which pre-date Covid-19, and talks to address them began prior to the pandemic. ""The company's proposal to turn around the business includes no job cuts, guaranteed pay increases this year and next, and a £1500 lump sum payment to each of its 480 drivers, who are already among the best paid in the region. ""We emphatically reject the characterisation of this as 'fire and re-hire'. Over 80% of drivers signed up to the agreement voluntarily but local Unite reps declined to put it to its membership, instead opting to ballot for strike action."" A spokesman for Goodlord said: ""Absolutely no-one has been 'fired and rehired'. Previously, our referencing department relied on temporary staff to help manage seasonal peaks. ""Last year, we created new, permanent jobs in this department and offered every single temporary staff member the opportunity to take up one of these roles once their fixed-term, temporary contracts came to an end. ""The majority of the staff involved did so and are now full-time members of our team. Those who decided not to take up the offer were offered a 3-month extension to their temporary contract and support with finding their next role."" A BEIS spokesperson said: ""We have been absolutely clear that using fire and rehire as a negotiating tactic is completely unacceptable. ""We expect companies to treat their employees fairly.",Real Mirror,849.0
496,Real,The Mirror,"British holidaymakers are likely to be exempt from a blanket entry ban to Europe thanks to the UK's successful jabs rollout Hopes are mounting that lockdown-weary Brits could be able to book a sunshine break in Europe this summer. Holidaymakers with vaccine passports are likely to be exempt from a blanket entry ban to Europe thanks to the UK's successful jabs rollout. Ministers are working on plans for Covid status certificates, which will allow people to prove if they've had the jab, a negative test or they have antibodies due to a recent Covid infection. The certificates, which the Government plans to announce next month, were originally designed to allow Brits to prove they have been vaccinated when they go abroad. EU officials are planning to update entry recommendations to the bloc meaning travellers from countries with Covid 'passport' systems and higher vaccination rates could be allowed in, possibly from June. Foreign travel is currently illegal in most circumstances - but the Government is examining whether to relax the rules for the next stage of the roadmap after May 17. Probably, but your choices could be limited. Under the Government's roadmap, May 17 is the earliest people in England and Wales can leave the country for foreign holidays. The PM has said there is nothing in the data to suggest the date will need to change. It's not clear yet but the Government will announce a 'traffic light' green list - probably only of 7 or 8 countries initially - before May 17. These are likely to include ""safe"" ones where case rates are low and vaccination rates are high, like Iceland, Israel, Gibraltar, the UAE and possibly the United States. They could also reach a deal with the EU based on vaccine certification. The Government is planning to issue Covid passports - either in paper or digital form - so Brits can prove at foreign borders that they have been vaccinated. This could happen next month. While this wouldn't change the rules when you get home, it could mean that more countries - and the EU - are prepared to let Brits in because of our high jab and low case rates. There are currently no plans to vaccinate children under the age of 16 in the UK, and a trial of the AstraZeneca vaccine was halted amid fears of a rare blood clot. The EU's own Covid passports - known as digital green certificates - will show recent Covid test results thus allowing children who tested negative to travel. It's hoped the UK travel scheme will follow suit. Hopefully. The European Commission is planning to update entry recommendations to the bloc in June meaning travellers from countries with Covid 'passport' schemes and higher vaccination rates could be allowed in. But several countries, expected to include Spain, Portugal, Greece and Cyprus, might allow in Brits anyway. Countries will be graded green, amber and a possibly updated red list, with each colour meaning different rules around testing and quarantining on your return. If you travel to a 'green' country you'll need one pre-departure test up to 72 hours before returning to the UK and a gold-standard PCR test two days after arriving. You'll only have to quarantine if the test is positive. If your holiday destination is on the 'amber' list - which could include Spain, Greece and Turkey, you'll need a pre-departure test and have to quarantine at home for 10 days when you get back. You'll also need tests on days two and eight, though could pay for an extra test on day five and if it's negative you will be able to leave. Full vaccinated people might avoid self-isolation. For now, but countries could be added or removed to the list of 40, which currently includes South Africa, Pakistan, Brazil and - from Friday - India from which all arrivals are banned unless you're a UK or Irish citizen or resident. You'll need one pre-departure test plus will have to pay £1750 for a 10-day hotel quarantine hotel on arrival, with PCR tests on days two and eight.",Real Mirror,681.0
497,Real,The Mirror,"Hopes are rising for holiday abroad as the EU prepares to open up travel to nations with high vaccination rates and vaccine travel certificates - both of which the UK should have from mid-May Millions of Brits have been offered the hope of a summer holiday abroad in Europe as a result of the UK's vaccine success. Holidaymakers with government-backed vaccine travel certificates, which the Government plans to announce next month, are likely to be exempt from a blanket entry ban. EU officials are planning to update entry recommendations to the bloc meaning travellers from countries with Covid 'passport' systems and higher vaccination rates could be allowed in. But it would mean younger British adults may need to rush to get their Covid-19 vaccination if they want to holiday abroad this summer. More than 33million people in the UK have had their first dose of a vaccine and more than 10million have had both. Whitehall sources confirmed the Government is planning to bring in its own Covid travel 'passport' next month ahead of foreign travel restarting on May 17. One told the Mirror: 'We're going to give people a document so irrespective of restrictions when they get back to the UK, they have something that carries weight."" Officials are working on a digital official certification scheme that Brits can show at foreign borders. They will be subject to a range of restrictions, including testing and quarantine, when they return to the UK depending on the 'traffic-light status' of their holiday destination. Separately, the European Commission is planning to roll out a Europe-wide vaccine passport scheme for EU citizens by the end of June. One Brussels source told the Mirror: ""There is provision to strike deals with countries outside the EU which have their own scheme for vaccination certification. ""We need to get Europe up and running as a first priority before opening up to the outside. ""There's definitely lots of pressure to do this before the summer so I think it's a question of weeks"". They added: ""The discussion is going to shift to people who have had the vaccination, wherever they come from."" But some EU officials remain cautious about the risk of new strains entering the bloc, after the so-called 'Kent variant' drove up cases on the Continent. Talks on a deal on Covid travel passports have yet to take place with the EU as whole - with British officials discussing the issue with individual European capitals instead. Countries that rely on tourists like Spain and Portugal could go it alone - Greece and Cyprus are already operating different rules from the rest of the block. Quarantine rules and testing regimes for holidaymakers will be decided by each member state. Spain's tourism minister Fernando Valdes today said the country is ""desperate"" to welcome British tourists back this summer. He said officials are encouraged by the speed of the UK's vaccination programme and vaccine passports are ""going to help us"". Mr Valdes told Sky News: ""I think we will be ready here in Spain. We also think that the vaccination scheme in the UK is going pretty well, so hopefully we'll be seeing this summer the restart of holidays."" Under the UK Government's roadmap, May 17 is the earliest people can leave the country for foreign holidays. When foreign breaks are allowed, other countries are likely to ask for proof that UK travellers have been vaccinated. Much-hyped 'Covid certificates' for UK domestic use - allowing Brits to show they've had either a vaccine, negative test or a previous Covid case to get into gigs and sports matches - are likely to only come later. A Department for Transport spokeswoman said: ""We are working on a solution to enable residents to prove their Covid-19 status, including vaccination status, to other countries on the outbound leg. We are working on this as a priority and intend to have the solution ready as soon as possible."" Hopes are rising that the vaccinated will be able to go on holiday more freely, after a European medical agency recommended fully vaccinated travellers should be able to sidestep tests and quarantine. The European Centre for Disease Prevention and Control said: ""Requirements for testing and quarantine of travellers and regular testing at workplaces can be waived or modified for fully vaccinated individuals."" The condition, it added, was that there was not widespread circulation of ""immune escape variants"" of Covid in the person's home country. The breakthrough potentially smooths the path for holidays to more than 20 countries that have indicated they could ask travellers for proof of vaccination - such as Spain, Portugal, Cyprus, Croatia, Turkey and Greece. But the Transport Select Committee warned the restart of international travel is in jeopardy, with ""vague and costly"" proposals not enough to reboot the aviation and tourism sectors. It said a report produced by the Government's Global Travel Taskforce gave ""insufficient"" detail to allow businesses and travellers to prepare for the safe resumption of holidays from May 17 at the earliest. It added testing requirements could be ""disproportionate to the risk"", and may add £500 to the cost of a family of four visiting the ""safest"" parts of the globe where vaccine rollout is comparable to the UK.",Real Mirror,870.0
498,Real,The Mirror,"Kwasi Kwarteng, the Business Secretary, said he regularly gets contact but claimed this was a 'good' thing about accessibility to the government Business Secretary Kwasi Kwarteng has defended as ""very good"" billionaire business leaders texting the Prime Minister directly. The top Tory welcomed the ""direct access"" the private sector had to ministers and Whitehall decision makers - despite it prompting allegations of cronyism. And he admitted he was contacted ""all the time"" by business people and constituents on his phone, despite holding one of the most sensitive portfolios. Labour has accused the Tories of operating ""government by Whatsapp"" with only those with links to senior ministers able to get access. Whitehall's top civil servant is said to be concerned about how easily the PM can be contacted by text by lobbyists, MPs and business people. But Mr Johnson is reported to have rejected Cabinet Secretary Simon Case's advice to change his mobile phone number, which he has had for more than a decade. The PM has a reputation for listening to the last person he has spoken to, leading to fears that he could be vulnerable to changing or adopting policy. Mr Kwarteng told Sky News: ""I think that in the real world, in reality, people are contacting ministers, contacting MPs, all the time. ""Business people are contacting MPs all the time, constituents also contact me on my phone. ""I think that in a modern democracy it's very good that people actually can have direct access to ministers and people who are taking responsibility."" It came as Mr Johnson's ex-comms chief Lee Cain warned that without more working-class figures at the top of Government, ministers would be ""ever more baffled and out of touch"" with the electorate. Mr Kwarteng acknowledged there were ""issues"" around the Greensill Capital controversy, adding that while there is ""high standards"" in public life ""we can always try and make an improvement"". He told LBC: ""I don't think it is a drip-drip of sleaze. Clearly, we need to have very, very high standards in public life and I think there were issues around Greensill. ""I hasten to add that we have got about six committees looking at the Greensill issue. ""The Treasury Select Committee, the Public Accounts Committee, the Prime Minister himself announced a review by Nigel Boardman, are all probing into what exactly happened with the Greensill issue, to make sure that if anything wrong happened, then we need to deal with that, and also to prevent this kind of thing from happening in the future. ""I think in Britain we do have high standards in public life, but of course we can always try and make an improvement.""",Real Mirror,444.0
499,Real,The Mirror,"Shadow Cabinet Office Minister Rachel Reeves called on the powerful Liaison Committee to launch an urgent probe into the Prime Minister's texts with billionaire Sir James Dyson Labour has called for the powerful Commons Liaison Committee to hold an urgent inquiry into Boris Johnson's conduct after the Dyson cronyism row. The Opposition also urged No 10 to release all information from the Prime Minister's mobile phone relating to Government business. They also want Downing Street to release details of any other communications between ministers, officials and external commercial lobbyists. The Tories have become embroiled in a row after it emerged Mr Johnson exchanged text messages with billionaire Sir James Dyson over the tax status of his employees. The PM personally promised the entrepreneur he would ""fix"" the problem after Sir James asked for assurances over tax status for his staff if they came to build ventilators early in the coronavirus crisis."" Shadow cabinet office minister Rachel Reeves called for Sir Bernard Jenkin, chair of the Liaison Committee comprised of select committee chairs, to launch an investigation. In a statement, Ms Reeves added: ""Revelations today seem to confirm a growing feeling that if one has access to a telephone number of someone like the Prime Minister or the Chancellor of the Exchequer, then they are able to gain special treatment, potentially even significant financial ones. ""We need the Prime Minister to appear before the Liaison Committee immediately and for a thorough investigation into his conduct on this matter."" Earlier in the day, the BBC reported a series of text messages between Mr Johnson and Sir James exchanged in March last year after the businessman was unable to get the assurances he was seeking from the Treasury. Sir James, whose firm is now based in Singapore, wrote to the Treasury requesting that his staff would not have to pay additional tax if they came to the UK to work on the ventilator project. But when he failed to receive a reply, he took up the matter directly with the PM. He said in a text that the firm was ready but that ""sadly"" it seemed no-one wanted them to proceed. Mr Johnson replied: ""I will fix it tomo! We need you. It looks fantastic."" Labour leader Keir Starmer suggested it was ""one rule for those that have got the Prime Minister's phone number, another for everybody else"". But Mr Johnson told the Commons during Prime Minister's Questions that he was ""happy to share all the details"" of the exchanges as there was ""nothing to conceal"". Sir James said he was ""hugely proud"" of his firm's response in ""the midst of a national emergency"", and that he would ""do the same again if asked"". He told the BBC: ""When the Prime Minister rang me to ask Dyson to urgently build ventilators, of course, I said yes. ""Our ventilator cost Dyson £20 million, freely given to the national cause, and it is absurd to suggest that the urgent correspondence was anything other than seeking compliance with rules, as 450 Dyson people - in UK and Singapore - worked around the clock, seven days a week to build potentially life-saving equipment at a time of dire need. ""Mercifully, they were not required as medical understanding of the virus evolved. Neither Weybourne (Dyson's holding company) nor Dyson received any benefit from the project; indeed commercial projects were delayed, and Dyson voluntarily covered the £20 million of development costs.""",Real Mirror,572.0
500,Real,The Mirror,"Boris Johnson is facing calls to change the rules so that senior civil servants are banned from working for private firms while they are being paid by the taxpayer The Government has sunk deeper into the lobbying row after it emerged at least 13 of the highest paid Whitehall mandarins held second roles in the private sector at the same time. Ministers face calls to change the rules so that senior civil servants are banned from working for private firms while they are being paid by the taxpayer, to avoid a conflict of interests. The revelations come just days after Simon Case, the Cabinet Secretary, ordered all civil servants to reveal their second jobs in the wake of the Greensill lobbying scandal. Boris Johnson has tried to play down the extent of links between Whitehall and the private sector, insisting there are ""not loads of people"" working for both at the same time. But he has asked lawyer Nigel Boardman to investigate the issue after it emerged that former Government procurement chief Bill Crothers advised Greensill while in his Whitehall job. Mr Crothers role was approved by Cabinet Office at the time, which said there was no conflict of interest. An analysis by the Daily Telegraph found at least a dozen more Whitehall mandarins and bureaucrats paid £150,000 or more a year have held second jobs. They include Jonson Cox, the head of the Water Services Regulation Authority (Ofwat) who holds non-executive roles at two energy companies. A spokesman for Ofwat said that all appointments had been subject ""to rigorous conflict of interest checks and were approved by the permanent secretary for DEFRA"". Another is Sir Stephen Lovegrove, the UK's National Security Adviser, who is also a non-executive director at a property company. Sources told the newspaper that all the money he receives from the private sector work he gives to charity. While none of the officials broke any rules, the extent of the ""double-hatting"" has intensified calls for a crackdown. Sir Alistair Graham, former chairman of the Committee on Standards in Public Life, said the findings were ""shocking"" as he called for senior civil servants to be banned from the practice. William Wragg MP, chair of the Commons Public Administration and Constitutional Affairs Committee, which takes evidence from Mr Case next week, said: ""These revelations highlight the urgent need to have full disclosure of remunerated positions of senior civil servants and officials. ""Stricter rules are needed so that any conflicts of interest can be identified, and appropriate action can be taken. ""We also need the system to be tightened so that people can have the confidence to operate knowing that they are following the appropriate framework.""",Real Mirror,447.0
501,Real,The Mirror,"Amazon’s head of space policy, Peter Marquez, is understood to have been recommended as a temporary unpaid aide to ministers - prompting concern about conflicts of interest in the race to roll out satellite internet networks An Amazon executive may be the Government's new space advisor despite concerns over potential conflicts of interest. Amazon's head of space policy, Peter Marquez, is understood to have been recommended as a temporary unpaid aide to ministers even though he would still be employed by the tech giant. But the move has prompted concern among Cabinet Office officials about conflicts of interest in the race to roll out satellite internet networks. The department's ethics team is believed to be investigating the appointment amid growing concern over the role of unpaid advisers that came to light after the Greensill scandal. There is anxiety over the Government's £400m OneWeb low-orbit satellite project, which could provide remote broadband, and a similar scheme, Project Kuiper, developed by Amazon. Mr Marquez, a former White House Director of Space Policy under Presidents Bush and Obama, was appointed Amazon's first head of space policy last year. The American would be expected to provide advice to the ministers on policy, strategy and legislation as the UK expands its space capability. OneWeb was rescued from bankruptcy by the taxpayer last year - at the behest of Dominic Cummings - but in the face of private opposition from Cabinet ministers. A Government spokesperson said: ""No decision has been taken on appointments to this role. From coronavirus to Brexit, our daily politics newsletter is there to guide you these turbulent times. The newsletter is sent out twice daily with the latest UK & world politics news, along with leading opinion and analysis. You can sign up here. ""Any appointments will go through the usual vetting processes to address any conflicts of interest."" Boris Johnson has tried to play down the extent of links between Whitehall and the private sector, insisting there are ""not loads of people"" working for both at the same time. But he has asked lawyer Nigel Boardman to investigate the issue after it emerged that former Government procurement chief Bill Crothers worked as an advisor for Greensill Capital while in his Whitehall job. The PM is also preparing to announce a new ethics adviser to replace Sir Alex Allan who quit when the PM over-ruled his decision that Priti Patel had broken the ministerial code.",Real Mirror,402.0
502,Real,The Mirror,"Labour's Bell Ribeiro-Addy described how her pre-eclampsia was spotted too late and doctors informed that she and her child could both lose their lives A Labour MP has shared her harrowing experience of losing her baby to stillbirth during a Commons debate on black maternal health. In an emotional speech, Bell Ribeiro-Addy, described how her pre-eclampsia was spotted too late and she was told by doctors that she and her child could both lose their lives. ""My last conversation with the consultants was harrowing. They said my pregnancy had become very dangerous, either my child would die or myself and my child would die,"" she said. ""My diagnosis was too late for any intervention... Their advice was for a late termination and a delivery to save myself."" A hospital scan the following day showed her baby's heart had stopped beating - Ms Ribeiro-Addy's daughter was induced and was stillborn 18 hours later. Fighting back tears, the MP for Streatham in South London, said: ""As a person of faith even then I had faith that maybe the doctors were wrong and everything would be okay. ""But she did not move, she did not cry and there was no miracle."" A major report earlier this year found that black women are four times more likely to die during childbirth or in the weeks after. ""We know this and yet we have no target to end this,"" the Labour MP said. ""During my own pregnancy it was not hard to find instances where as a black woman, how I was perceived or believed, drastically impacted the care I received. ""From complaints to how I was feeling to being denied scans"". Ms Ribeiro-Addy said that black babies had a 50% increased risk of neonatal death and a 121% increased risk of stillbirth, compared with white babies. ""With figures like that I wonder how much of a chance she really had? We know this and we have no target to end this."" She cited figures that show that 80% of women of black Caribbean heritage, and 83% of those with black African heritage, suffered a ""near miss"" during pregnancy. ""I would like for people to stop blaming black women...,"" she added. ""So often black women are viewed as the problem but we could be the solution if you would just listen to us, if you would just respect us and if you would just care for us."" Turning her fire on the Government, she said: ""We are black woman who decide to bring life into this world and that choice has become a matter of life and death and health. ""The inequality we face isn't our fault, inequality it is an institutional and political outcome. ""It is the duty of the Government to end it... if they are not part of the solution, they are part of the problem."" She added: ""The colour of a woman's skin should have no bearing on whether she or her child live or die."" Health minister Nadine Dorries said that more research was needed. She said: ""Disparities are worrying and they must be addressed. ""But to do so, we need to understand fundamentally why this issue occurs and why we have the disparities. ""Every woman deserves to have safe care and feel like that her voice is being heard and to be an informed decision maker for her own care.""",Real Mirror,561.0
503,Real,The Mirror,"After kids suffer a year of isolation, broken learning and lost chances, our Education Secretary says THEIR behaviour is the problem but, as we look back at all of Gavin Williamson's blunders, we find it is he who must try harder... Gavin Williamson is facing an angry backlash for failing to prioritise the well-being of pupils in a ""Dickensian"" crackdown on back-to-school behaviour. The Education Secretary appeared to criticise parents by claiming that a generation of children had lacked ""discipline and order"" during months of lockdown. The top Tory claimed that learning from home during the pandemic had ""inevitably"" affected the behaviour of many children in a negative way. The Department for Education today announced details of its £10 million ""behaviour hub"" programme which it says will be up and running in time for the summer term. But a leading children's charity suggested there was no evidence that pupils' behaviour had declined – and urged the Government to prioritise their wellbeing instead. Mark Russell, chief executive at The Children's Society, said: ""The pandemic has been harmful to children and young people in so many ways. ""It has left many feeling isolated, missing friends and family and more exposed to risks both inside and outside the home. ""Despite this, we are not aware of any evidence that their behaviour is worse and our practitioners report that on the whole young people have been relieved to get back inside the classroom."" He added: ""The modern world isn't some Dickensian classroom, it's a diverse place full of different people with different skills and in responding to the pandemic the Government has a golden opportunity to change schooling for the better to reflect this."" Labour accused the Government of failing to do enough for children during the pandemic. Shadow education secretary Kate Green said: ""Gavin Williamson's criticism of parents who have worked night and day to keep families going in lockdown, and of children who have been working hard to learn from home, is yet another disgraceful attempt to distract from his own failures."" Writing in the Telegraph, Mr Williamson said today that long periods in lockdown meant that schools now had to ensure ""out of control"" behaviour did not impact learning. ""There is nothing Dickensian about a classroom that is a well-ordered, disciplined environment, where firm and fair teaching gives every child the chance to learn and develop at their own pace without fear of distraction,"" he said. DfE officials have appointed 22 ""lead schools"" across the country, all of which have strong behaviour policies and receive glowing Ofsted reports. These schools will be responsible for assisting and advising other struggling schools to improve their discipline regimes, for example, by banning mobile phones and implementing quiet corridors. But teachers' leaders accused Mr Williamson of ""not doing his homework"" on behaviour and warned him against ""lecturing"" heads on re-establishing routines. They said focusing on mobile phones was ""a distraction"" as schools generally have clear policies for phones to be out of sight during the school day already. Geoff Barton, General Secretary of the Association of School and College Leaders, said: ""The feedback we've been receiving from our members is that the Education Secretary has not done his homework on the issue of behaviour in the classroom. ""Quite contrary to what Mr Williamson has said, heads are reporting a sense of calm and cooperation from students that is deeply impressive. ""Young people are relaxed and pleased to be back at school and, most importantly, behaviour has never been better."" Dr Mary Bousted of the National Education Union added: ""Heads and teachers don't need a lecture about the importance of re-establishing the routines for good learning and behaviour. ""Teachers will wonder why the SoS doesn't talk about what schools actually need to help students' make positive choices and learning habits. ""Things like smaller class sizes, more funding for pastoral support and releasing time for teachers to work with small groups and assess learning gaps."" She added: ""With all the challenges currently facing schools, playing to the gallery by talking tough on behaviour is the least useful approach the Education Secretary can take."" The Children's Society's Mr Russell added: ""When behaviour is difficult, children need support as it is a sign that they are struggling with something. ""The answer is not behaviour hubs but support from teachers and staff to understand why children are behaving in this way and the impact of successive lockdowns. ""This must be followed by better help from professionals to address these issues in school, in the community and at home."" However, Dr Patrick Roach, general secretary of the NASUWT teachers' union, backed the Government's 'behaviour hubs' plan. ""The union's experience confirms that while there are many examples of excellent practice across the education system, some schools require further support to secure and sustain high standards of pupil behaviour,"" he said. ""Behaviour hubs have the potential to identify ways that schools can learn from and support each other in maintaining and improving pupil discipline.""",Real Mirror,831.0
504,Real,The Mirror,"The PM has already had to postpone the visit once due to coronavirus - and surging infections have prompted fresh concern about a planned trip this month Boris Johnson's long-awaited visit to India this month could be in jeopardy as the country faces a new spike in Covid cases. India has recorded its highest number of infections in a single day since the pandemic began prompting concern over the wisdom of an official trip. More than 103,790 new cases were recorded on Sunday, taking the total number of infections to over 12.5 million, second only to the US and Brazil. Downing Street said the trip would go ahead as planned but the international situation on Covid would be ""kept under review"". Mr Johnson, who is planning to visit the country at the end of April, has already had to postpone the trip once. He cancelled his meeting with Indian PM Narendra Modi in January following the surge in cases in the UK. The visit will be his first major international trip since Britain's departure from the European Union. It would also be the first bilateral visit by any UK leader since Theresa May went to Africa in August 2018. As a second wave spreads across India, the country's Covid death toll now stands at 165,132, the fourth highest in the world. The sharp rise in cases in recent days has alarmed the Indian government and scientific advisors.",Real Mirror,237.0
505,Real,The Mirror,"Critics have blasted the claim the UK is not institutionally racist as campaigners give a scathing dressing down to a 'whitewash' major report into racial equality A major review into racial equality has been accused of being ""insulting"" and ""divisive"" by claiming that the UK is no longer institutionally racist. The Commission on Race and Ethnic Disparities said the UK is no longer a country where the ""system is deliberately rigged"" against ethnic minorities. But No10 was criticised for a ""basic own goal"" after the report was released late to selected journalists with strict orders not to seek reaction. The Boris Johnson-ordered review suggested the UK should be a ""model"" for other countries because of its success in improving equality. But the report, commissioned after the Black Lives Matter anti-racism protests last summer, was accused of ""glorifying"" the slave trade. The 258-page review suggested children should be taught the ""slave period"" was ""not only about profit and suffering"" but ""how culturally African people transformed themselves"". Race relations think-tank the Runnymede Trust said it felt ""deeply let down"" by the findings. Director Halima Begum said: ""All this is a whitewash and a script that has been written to 10 Downing Street."" Commission chairman Dr Tony Sewell claimed some communities are ""haunted"" by historic racism which led to a ""deep mistrust"" and could be holding them back. Yesterday's report criticised ""bleak"" thinking among some anti-racist campaigners who seek to blame all disparities on white discrimination. It claimed that white prejudice is ""dwindling"" and those campaigners ""divert attention"" from other reasons for minority success and failure. Dr Sewell claimed while racism is a ""real force"" in Britain, particularly online, there is no proof that institutional racism exists. He said: ""Disparities do exist, they are varied, and ironically very few are directly to do with racism. Too often 'racism' is the catch-all explanation."" The study concluded factors other than race – including family, geography and deprivation – had a bigger impact on life chances. ""No one denies and no one is saying racism doesn't exist,"" he said. ""We found anecdotal evidence of this. However, evidence of actual institutional racism? No, that wasn't there, we didn't find that."" Critics questioned the suitability of Dr Sewell and No10 policy chief Munira Mirza, who set up the commission, who have previously questioned the existence of institutional racism. Labour MP David Lammy accused the report of ""gaslighting"" – that is manipulating black Brits into questioning their thoughts or experiences. He said it is an ""insult to anybody and everybody across this country who experiences institutional racism"". Runnymede's Dr Begum said: ""Institutionally, we are still racist, and for a Government-appointed commission to look into [institutional] racism, to deny its existence is deeply, deeply worrying."" She added: ""I'm absolutely flabbergasted to see the slave trade apparently redefined as 'the Caribbean Experience', as though it's something Thomas Cook should be selling – a one-way shackled cruise to purgatory."" Shadow Women and Equalities Secretary Marsha de Cordova said: ""To downplay institutional racism in a pandemic where black, Asian and ethnic minority people have died disproportionately and are twice as likely to be unemployed is an insult."" GMB national secretary Rehana Azam said: ""Only this Government could produce a report on race in the 21st century that gaslights BAME people and communities. It's immoral."" Prof Kehinde Andrews, a professor of Black Studies at Birmingham City University, said the report is not a ""genuine effort"" to understand racism. He said: ""It's complete nonsense. It goes in the face of all existing evidence. This is a PR move to pretend the problem doesn't exist."" The TUC's Frances O'Grady said it had ""chosen to deny"" experiences of minority ethnic and black workers who are far more likely to be in low-paid, insecure work. NHS Providers said there is ""clear and unmistakable"" evidence that NHS ethnic minority staff have worse experiences than white colleagues. The report found pupils from ethnic communities did as well or better than white children. Black Caribbean pupils were the only group to do less well. The Mirror's newsletter brings you the latest news, exciting showbiz and TV stories, sport updates and essential political information. The newsletter is emailed out first thing every morning, at 12noon and every evening. Never miss a moment by signing up to our newsletter here. It said the UK is not yet ""post-racial"" but its success in removing race-based disparity in education ""should be regarded as a model for other white-majority countries"". But it failed to mention the difficulty of getting jobs, and the fact that black Britons are paid less and have higher unemployment rates. Boris Johnson said ministers would consider the recommendations. The Prime Minister added: ""The entirety of Government remains fully committed to building a fairer Britain.""",Real Mirror,792.0
